True_Label,Predicted_Label,Error_Score,Class
0,0,0.052548982,Normal
0,0,0.041090894,Normal
0,0,0.14764927,Normal
0,0,0.06841545,Normal
0,0,0.16132534,Normal
0,0,0.020087872,Normal
0,0,0.008368742,Normal
0,0,0.14061876,Normal
0,0,0.11369385,Normal
0,0,0.013055124,Normal
0,0,0.0104092285,Normal
0,0,0.110567234,Normal
0,1,0.6113909,Normal
0,0,0.0059127896,Normal
0,0,0.1788849,Normal
0,0,0.009728576,Normal
0,0,0.013961302,Normal
0,0,0.015328842,Normal
0,0,0.012758273,Normal
0,0,0.009418618,Normal
0,0,0.030367658,Normal
0,0,0.021323195,Normal
0,0,0.018433506,Normal
0,0,0.024031997,Normal
0,0,0.017775591,Normal
0,0,0.03021509,Normal
0,0,0.11653852,Normal
0,0,0.026139522,Normal
0,0,0.007307498,Normal
0,1,2.3084273,Normal
0,1,2.2589943,Normal
0,0,0.011888522,Normal
0,0,0.057425614,Normal
0,0,0.023365892,Normal
0,0,0.008749536,Normal
0,0,0.01107653,Normal
0,0,0.046859913,Normal
0,0,0.010875132,Normal
0,0,0.045325667,Normal
0,0,0.04313046,Normal
0,0,0.016993884,Normal
0,0,0.01741407,Normal
0,0,0.06012211,Normal
0,0,0.026786692,Normal
0,0,0.018286109,Normal
0,0,0.17671551,Normal
0,0,0.011944256,Normal
0,0,0.013533156,Normal
0,0,0.042154193,Normal
0,0,0.18785816,Normal
0,0,0.010228357,Normal
0,0,0.21502851,Normal
0,0,0.1922153,Normal
0,0,0.009397289,Normal
0,0,0.04987683,Normal
0,0,0.1720628,Normal
0,0,0.008971981,Normal
0,0,0.19650744,Normal
0,0,0.07665207,Normal
0,0,0.010788214,Normal
0,0,0.042752676,Normal
0,0,0.009993248,Normal
0,0,0.013291473,Normal
0,1,0.32266384,Normal
0,1,1.2926445,Normal
0,0,0.005823366,Normal
0,1,0.74446243,Normal
0,0,0.18014705,Normal
0,0,0.009719026,Normal
0,0,0.004256242,Normal
0,0,0.015197402,Normal
0,0,0.0029368484,Normal
0,1,1.6670494,Normal
0,0,0.006790982,Normal
0,0,0.015630057,Normal
0,0,0.01275123,Normal
0,0,0.013367568,Normal
0,0,0.018195072,Normal
0,0,0.033219304,Normal
0,1,0.7606278,Normal
0,0,0.031149548,Normal
0,0,0.049558297,Normal
0,0,0.010990606,Normal
0,1,1.3730017,Normal
0,0,0.008657214,Normal
0,0,0.027832815,Normal
0,0,0.022337481,Normal
0,0,0.02985103,Normal
0,0,0.020087872,Normal
0,0,0.013961302,Normal
0,0,0.026139522,Normal
0,0,0.045325667,Normal
0,0,0.18785816,Normal
0,0,0.042752676,Normal
0,0,0.012892219,Normal
0,1,1.6670494,Normal
0,1,1.3730017,Normal
0,0,0.012892219,Normal
0,0,0.06231477,Normal
0,0,0.015598334,Normal
0,0,0.058804,Normal
0,0,0.038728505,Normal
0,0,0.08832414,Normal
0,0,0.076427795,Normal
0,0,0.023832245,Normal
0,0,0.06231477,Normal
0,0,0.01678544,Normal
0,0,0.00995081,Normal
0,0,0.004363525,Normal
0,0,0.033827815,Normal
0,0,0.011745815,Normal
0,0,0.116307296,Normal
0,0,0.13257737,Normal
0,0,0.003687804,Normal
0,0,0.0053149946,Normal
0,0,0.004877527,Normal
0,0,0.015598334,Normal
0,0,0.0063799974,Normal
0,0,0.003953752,Normal
0,0,0.003953752,Normal
0,0,0.003953752,Normal
0,0,0.003953752,Normal
0,0,0.0040244753,Normal
0,0,0.0135285035,Normal
0,1,1.07007,Normal
0,0,0.0042524496,Normal
0,0,0.005718516,Normal
0,0,0.058804,Normal
0,0,0.008761356,Normal
0,0,0.007103901,Normal
0,0,0.0061005666,Normal
0,1,1.515669,Normal
0,0,0.0050174473,Normal
0,0,0.004608836,Normal
0,1,0.61141276,Normal
0,0,0.0039331913,Normal
0,0,0.0040195426,Normal
0,0,0.003950285,Normal
0,0,0.038728505,Normal
0,0,0.0039482214,Normal
0,0,0.003935474,Normal
0,1,1.515669,Normal
0,0,0.005067252,Normal
0,0,0.008722419,Normal
0,0,0.0060319863,Normal
0,0,0.007097157,Normal
0,0,0.003953752,Normal
0,0,0.003942453,Normal
0,0,0.003953752,Normal
0,0,0.08832414,Normal
0,0,0.0039527975,Normal
0,0,0.0039464463,Normal
0,1,0.83366835,Normal
0,0,0.0045862217,Normal
0,0,0.005742628,Normal
0,0,0.008416139,Normal
0,0,0.004619491,Normal
0,0,0.0052977474,Normal
0,0,0.0052818526,Normal
0,0,0.020634875,Normal
0,0,0.076427795,Normal
0,0,0.0076915454,Normal
0,0,0.20050135,Normal
0,0,0.19126925,Normal
0,0,0.09483752,Normal
0,0,0.0095219,Normal
0,0,0.11920183,Normal
0,0,0.0062432857,Normal
0,0,0.21243355,Normal
0,0,0.21467392,Normal
0,0,0.014050957,Normal
0,0,0.023832245,Normal
0,0,0.007867352,Normal
0,1,0.3154152,Normal
0,1,1.3542333,Normal
0,1,0.38120025,Normal
0,0,0.004255104,Normal
0,0,0.009508149,Normal
0,0,0.04201294,Normal
0,0,0.014031797,Normal
0,0,0.009482413,Normal
0,0,0.025652198,Normal
0,0,0.0041776504,Normal
0,0,0.01678544,Normal
0,0,0.038007017,Normal
0,0,0.021219619,Normal
0,0,0.0095532825,Normal
0,1,0.36865878,Normal
0,1,1.1145227,Normal
0,1,0.3009422,Normal
0,0,0.020120444,Normal
0,0,0.05185716,Normal
0,1,0.31216413,Normal
0,1,0.5655874,Normal
0,0,0.00995081,Normal
0,0,0.21502851,Normal
0,0,0.16954413,Normal
0,0,0.16708277,Normal
0,0,0.01244186,Normal
0,0,0.0059899497,Normal
0,0,0.0050194263,Normal
0,0,0.0079320315,Normal
0,0,0.007356411,Normal
0,0,0.005825616,Normal
0,1,2.8018818,Normal
0,0,0.004363525,Normal
0,0,0.008902768,Normal
0,0,0.16255462,Normal
0,0,0.008901193,Normal
0,0,0.008011174,Normal
0,1,4.1334653,Normal
0,0,0.010043059,Normal
0,0,0.009807161,Normal
0,0,0.007419499,Normal
0,0,0.00367473,Normal
0,0,0.008027048,Normal
0,0,0.033827815,Normal
0,0,0.0055809063,Normal
0,0,0.007205503,Normal
0,0,0.0057286476,Normal
0,0,0.015641904,Normal
0,0,0.00808087,Normal
0,0,0.0065365266,Normal
0,0,0.07883996,Normal
0,0,0.009790026,Normal
0,0,0.00748371,Normal
0,0,0.0059248144,Normal
0,0,0.011745815,Normal
0,0,0.0040658372,Normal
0,0,0.006123477,Normal
0,0,0.14741732,Normal
0,0,0.11241268,Normal
0,0,0.05625228,Normal
0,0,0.14741732,Normal
0,0,0.006343256,Normal
0,0,0.016594123,Normal
0,0,0.042919077,Normal
0,0,0.015451656,Normal
0,0,0.116307296,Normal
0,0,0.018228447,Normal
0,0,0.018494438,Normal
0,0,0.059375133,Normal
0,0,0.01914115,Normal
0,0,0.015221528,Normal
0,0,0.007058135,Normal
0,0,0.0054470706,Normal
0,0,0.031689968,Normal
0,0,0.004601516,Normal
0,0,0.004601516,Normal
0,0,0.13257737,Normal
0,0,0.004601516,Normal
0,0,0.004601516,Normal
0,0,0.025392685,Normal
0,0,0.024772804,Normal
0,0,0.25464538,Normal
0,0,0.044645447,Normal
0,0,0.008574588,Normal
0,0,0.043977596,Normal
0,0,0.043977596,Normal
0,0,0.043977596,Normal
0,0,0.003687804,Normal
0,0,0.043977596,Normal
0,0,0.044138517,Normal
0,0,0.043977596,Normal
0,0,0.043977596,Normal
0,0,0.043977596,Normal
0,0,0.04466111,Normal
0,0,0.043977596,Normal
0,0,0.043977596,Normal
0,0,0.043977596,Normal
0,0,0.044645447,Normal
0,0,0.0053149946,Normal
0,0,0.008574588,Normal
0,0,0.043977596,Normal
0,0,0.043977596,Normal
0,0,0.043977596,Normal
0,0,0.043977596,Normal
0,0,0.044138517,Normal
0,0,0.043977596,Normal
0,0,0.043977596,Normal
0,0,0.043977596,Normal
0,0,0.044138517,Normal
0,0,0.004877527,Normal
0,0,0.043977596,Normal
0,0,0.043977596,Normal
0,0,0.043977596,Normal
0,0,0.019276187,Normal
0,0,0.019407116,Normal
0,0,0.008021541,Normal
0,0,0.020117003,Normal
0,0,0.019963365,Normal
0,0,0.09388883,Normal
0,0,0.050055247,Normal
0,0,0.03641588,Normal
0,0,0.0063799974,Normal
0,0,0.05367543,Normal
0,0,0.019992873,Normal
0,0,0.112289526,Normal
0,0,0.28710827,Normal
0,0,0.047309652,Normal
0,0,0.020862734,Normal
0,0,0.111895494,Normal
0,0,0.014361712,Normal
0,0,0.0091476925,Normal
0,0,0.0091476925,Normal
0,0,0.003953752,Normal
0,0,0.0091476925,Normal
0,0,0.0091476925,Normal
0,0,0.0091476925,Normal
0,0,0.0091476925,Normal
0,0,0.0091476925,Normal
0,0,0.004887888,Normal
0,0,0.004887888,Normal
0,0,0.01577546,Normal
0,0,0.004911794,Normal
0,0,0.004911794,Normal
0,0,0.003953752,Normal
0,0,0.004887888,Normal
0,0,0.004911794,Normal
0,0,0.004887888,Normal
0,0,0.004887888,Normal
0,0,0.004887888,Normal
0,0,0.0075244354,Normal
0,0,0.09393439,Normal
0,0,0.0034989675,Normal
0,0,0.019992873,Normal
0,0,0.00634854,Normal
0,0,0.003953752,Normal
0,0,0.0052615893,Normal
0,0,0.0068746344,Normal
0,0,0.005261906,Normal
0,0,0.0041058357,Normal
0,0,0.005261906,Normal
0,0,0.005261906,Normal
0,0,0.006613341,Normal
0,0,0.0065357853,Normal
0,0,0.0040947795,Normal
0,0,0.0052615893,Normal
0,0,0.003953752,Normal
0,0,0.0041058357,Normal
0,0,0.0066300468,Normal
0,0,0.005261906,Normal
0,0,0.004147725,Normal
0,0,0.005261906,Normal
0,0,0.0052615893,Normal
0,0,0.0069109793,Normal
0,0,0.0052615893,Normal
0,0,0.0041328226,Normal
0,0,0.005261906,Normal
0,0,0.0040244753,Normal
0,0,0.0067858505,Normal
0,0,0.0041161967,Normal
0,0,0.006934403,Normal
0,0,0.00688724,Normal
0,0,0.006945835,Normal
0,0,0.00698712,Normal
0,0,0.0069456566,Normal
0,0,0.006862979,Normal
0,0,0.0068539972,Normal
0,0,0.007143298,Normal
0,0,0.0135285035,Normal
0,0,0.0066435337,Normal
0,0,0.005261906,Normal
0,0,0.0041161967,Normal
0,0,0.004147725,Normal
0,0,0.005261906,Normal
0,0,0.0041058357,Normal
0,0,0.0068993163,Normal
0,0,0.0041161967,Normal
0,0,0.0052615893,Normal
0,0,0.004147725,Normal
0,1,1.07007,Normal
0,0,0.005261906,Normal
0,0,0.0066481023,Normal
0,0,0.0066905725,Normal
0,0,0.0041161967,Normal
0,0,0.0068096267,Normal
0,0,0.004147725,Normal
0,0,0.0068539972,Normal
0,0,0.005261906,Normal
0,0,0.006718618,Normal
0,0,0.0041161967,Normal
0,0,0.0042524496,Normal
0,0,0.0064653675,Normal
0,0,0.0040947795,Normal
0,0,0.006843026,Normal
0,0,0.0041161967,Normal
0,0,0.0041328226,Normal
0,0,0.0041161967,Normal
0,0,0.0070124185,Normal
0,0,0.004147725,Normal
0,0,0.00648296,Normal
0,0,0.0041328226,Normal
0,0,0.005718516,Normal
0,0,0.006973992,Normal
0,0,0.0066627325,Normal
0,0,0.004141179,Normal
0,0,0.0067870333,Normal
0,0,0.006572276,Normal
0,0,0.007209045,Normal
0,0,0.0068577277,Normal
0,0,0.004147725,Normal
0,0,0.0041328226,Normal
0,0,0.008762378,Normal
0,0,0.0043699825,Normal
0,0,0.008761356,Normal
0,0,0.012828269,Normal
0,1,0.3707556,Normal
0,0,0.004104141,Normal
0,0,0.0050299484,Normal
0,0,0.006734822,Normal
0,1,0.5624414,Normal
0,0,0.018496007,Normal
0,0,0.017596053,Normal
0,0,0.011153885,Normal
0,0,0.0048385537,Normal
0,0,0.007103901,Normal
0,0,0.056327652,Normal
0,0,0.008212054,Normal
0,0,0.01591377,Normal
0,0,0.018496007,Normal
0,0,0.017596053,Normal
0,0,0.011492513,Normal
0,0,0.015837068,Normal
0,0,0.0048385537,Normal
0,0,0.056327652,Normal
0,0,0.00809653,Normal
0,0,0.0061005666,Normal
0,0,0.01591377,Normal
0,0,0.018496007,Normal
0,0,0.017596053,Normal
0,0,0.011492513,Normal
0,0,0.0048385537,Normal
0,0,0.019992873,Normal
0,0,0.056327652,Normal
0,0,0.008699918,Normal
0,0,0.01591377,Normal
0,1,0.6471342,Normal
0,1,1.515669,Normal
0,0,0.0056943907,Normal
0,0,0.041090894,Normal
0,0,0.016212814,Normal
0,0,0.09688224,Normal
0,1,0.31216413,Normal
0,0,0.100364275,Normal
0,0,0.10625564,Normal
0,0,0.0035133553,Normal
0,0,0.002725665,Normal
0,0,0.0070793685,Normal
0,0,0.0050174473,Normal
0,0,0.043781962,Normal
0,1,2.0615988,Normal
0,0,0.002573204,Normal
0,0,0.0029072606,Normal
0,0,0.002621344,Normal
0,0,0.0027562245,Normal
0,0,0.0026719675,Normal
0,0,0.0035290257,Normal
0,0,0.0027915698,Normal
0,0,0.003262638,Normal
0,0,0.004608836,Normal
0,0,0.0032992638,Normal
0,0,0.002685218,Normal
0,0,0.0025636787,Normal
0,0,0.0027370998,Normal
0,0,0.002658848,Normal
0,0,0.0026006901,Normal
0,0,0.0027038201,Normal
0,0,0.0027237376,Normal
0,0,0.002645962,Normal
0,0,0.0026829117,Normal
0,1,0.61141276,Normal
0,0,0.0027328986,Normal
0,0,0.0028519372,Normal
0,0,0.0027588862,Normal
0,0,0.0027068546,Normal
0,0,0.0032899184,Normal
0,0,0.0026352291,Normal
0,0,0.0027383342,Normal
0,0,0.0027708665,Normal
0,0,0.0027048662,Normal
0,0,0.0032411327,Normal
0,0,0.0039331913,Normal
0,0,0.00272808,Normal
0,0,0.002897811,Normal
0,0,0.002783373,Normal
0,0,0.002677715,Normal
0,0,0.0028721956,Normal
0,0,0.0027298534,Normal
0,0,0.0026647002,Normal
0,0,0.003790022,Normal
0,0,0.0027187634,Normal
0,0,0.002766652,Normal
0,0,0.0040195426,Normal
0,0,0.0028450992,Normal
0,0,0.0027284198,Normal
0,0,0.0028091117,Normal
0,0,0.0027455273,Normal
0,0,0.0026994285,Normal
0,0,0.002652428,Normal
0,0,0.0027668092,Normal
0,0,0.002601001,Normal
0,0,0.0063345917,Normal
0,0,0.0036565373,Normal
0,0,0.003950285,Normal
0,0,0.0025774753,Normal
0,0,0.0030769065,Normal
0,0,0.0026201135,Normal
0,0,0.0025987756,Normal
0,0,0.0026737654,Normal
0,0,0.0029165568,Normal
0,0,0.002792597,Normal
0,0,0.002880524,Normal
0,0,0.0026660664,Normal
0,0,0.004275899,Normal
0,0,0.013367306,Normal
0,0,0.0039482214,Normal
0,0,0.0052545536,Normal
0,0,0.0026089095,Normal
0,0,0.0027015898,Normal
0,0,0.0026827627,Normal
0,0,0.008548929,Normal
0,0,0.0027885109,Normal
0,0,0.0028716382,Normal
0,0,0.002881092,Normal
0,0,0.0026006273,Normal
0,0,0.002655637,Normal
0,0,0.003935474,Normal
0,0,0.07302068,Normal
0,0,0.0026883471,Normal
0,0,0.018492196,Normal
0,0,0.017379072,Normal
0,0,0.0099201,Normal
0,0,0.0027047144,Normal
0,0,0.0027580364,Normal
0,0,0.0026372827,Normal
0,0,0.14285396,Normal
0,0,0.0026249874,Normal
0,1,1.515669,Normal
0,1,0.86591727,Normal
0,0,0.0029123018,Normal
0,0,0.0074360073,Normal
0,0,0.0026931127,Normal
0,0,0.0027487045,Normal
0,0,0.003281406,Normal
0,0,0.068787254,Normal
0,0,0.0029622389,Normal
0,0,0.002760864,Normal
0,0,0.0026704317,Normal
0,0,0.005067252,Normal
0,0,0.0026352478,Normal
0,0,0.002668801,Normal
0,0,0.14824565,Normal
0,0,0.0026397516,Normal
0,0,0.005702089,Normal
0,0,0.0027170223,Normal
0,0,0.006135045,Normal
0,0,0.00285775,Normal
0,1,0.36720482,Normal
0,0,0.0027688919,Normal
0,0,0.008722419,Normal
0,0,0.0034759461,Normal
0,0,0.07302059,Normal
0,0,0.0027537704,Normal
0,0,0.008245943,Normal
0,0,0.0067744567,Normal
0,0,0.0027402001,Normal
0,0,0.0026397272,Normal
0,0,0.009043266,Normal
0,0,0.0026020373,Normal
0,0,0.006474631,Normal
0,0,0.0060319863,Normal
0,0,0.0026955942,Normal
0,0,0.009663347,Normal
0,0,0.00270767,Normal
0,0,0.010322237,Normal
0,0,0.0028286865,Normal
0,0,0.008206504,Normal
0,0,0.005527669,Normal
0,0,0.007944193,Normal
0,0,0.0034948152,Normal
0,0,0.0046507986,Normal
0,0,0.007097157,Normal
0,0,0.0028256977,Normal
0,0,0.017197374,Normal
0,0,0.009914437,Normal
0,0,0.008999782,Normal
0,0,0.008592065,Normal
0,0,0.0035974886,Normal
0,0,0.0066440343,Normal
0,0,0.0025868595,Normal
0,0,0.009171202,Normal
0,0,0.007842811,Normal
0,0,0.003953752,Normal
0,0,0.004484641,Normal
0,0,0.014494138,Normal
0,0,0.017019864,Normal
0,0,0.083659984,Normal
0,0,0.090209045,Normal
0,0,0.028438749,Normal
0,0,0.0039652633,Normal
0,0,0.005248628,Normal
0,0,0.036307108,Normal
0,0,0.054258958,Normal
0,0,0.003942453,Normal
0,0,0.003344827,Normal
0,1,2.108493,Normal
0,0,0.003130985,Normal
0,0,0.043351788,Normal
0,0,0.034388255,Normal
0,0,0.009540029,Normal
0,0,0.11498574,Normal
0,0,0.12749824,Normal
0,1,1.6666188,Normal
0,0,0.021439219,Normal
0,0,0.003953752,Normal
0,0,0.008842146,Normal
0,0,0.14085516,Normal
0,1,0.4188369,Normal
0,0,0.018528454,Normal
0,0,0.26366046,Normal
0,1,0.8173525,Normal
0,1,1.1399121,Normal
0,0,0.16641647,Normal
0,1,0.42896453,Normal
0,0,0.004713209,Normal
0,0,0.007949501,Normal
0,0,0.0039527975,Normal
0,0,0.013973156,Normal
0,0,0.011996126,Normal
0,0,0.0059581106,Normal
0,0,0.033278275,Normal
0,0,0.13865493,Normal
0,0,0.14576823,Normal
0,0,0.003059561,Normal
0,0,0.0040097004,Normal
0,0,0.0041031553,Normal
0,0,0.0036523738,Normal
0,0,0.0039464463,Normal
0,0,0.008004068,Normal
0,0,0.004064893,Normal
0,0,0.12319483,Normal
0,0,0.04979042,Normal
0,0,0.0028424475,Normal
0,1,0.7861174,Normal
0,0,0.020721802,Normal
0,0,0.013362523,Normal
0,0,0.11076586,Normal
0,0,0.0022446916,Normal
0,1,0.83366835,Normal
0,0,0.009399813,Normal
0,0,0.016134294,Normal
0,0,0.038653355,Normal
0,0,0.0076521873,Normal
0,0,0.026190752,Normal
0,0,0.13486679,Normal
0,0,0.14267154,Normal
0,0,0.048490096,Normal
0,0,0.009851529,Normal
0,0,0.0036224434,Normal
0,0,0.0045862217,Normal
0,0,0.07648599,Normal
0,0,0.03290131,Normal
0,0,0.0042191613,Normal
0,0,0.04285789,Normal
0,0,0.009586484,Normal
0,0,0.101455554,Normal
0,0,0.007849307,Normal
0,0,0.047436677,Normal
0,0,0.27867183,Normal
0,0,0.016905706,Normal
0,0,0.005742628,Normal
0,0,0.1478988,Normal
0,0,0.11210008,Normal
0,1,0.9942711,Normal
0,1,0.34720275,Normal
0,0,0.0044169463,Normal
0,0,0.013479987,Normal
0,1,0.61265695,Normal
0,0,0.018613804,Normal
0,0,0.009844192,Normal
0,0,0.026816731,Normal
0,0,0.008416139,Normal
0,0,0.0067957547,Normal
0,0,0.10236421,Normal
0,0,0.005137159,Normal
0,0,0.010665937,Normal
0,0,0.026510928,Normal
0,0,0.023374517,Normal
0,0,0.009827849,Normal
0,0,0.102462225,Normal
0,0,0.10177108,Normal
0,0,0.02631988,Normal
0,0,0.004619491,Normal
0,0,0.009736729,Normal
0,0,0.10261018,Normal
0,0,0.12194151,Normal
0,0,0.016012933,Normal
0,0,0.047194213,Normal
0,1,0.4583637,Normal
0,0,0.010077639,Normal
0,0,0.20134443,Normal
0,1,0.8647695,Normal
0,1,1.2071433,Normal
0,0,0.0052977474,Normal
0,0,0.0045453496,Normal
0,0,0.01859366,Normal
0,1,0.47464216,Normal
0,0,0.015694981,Normal
0,0,0.083872706,Normal
0,0,0.036553558,Normal
0,0,0.08681228,Normal
0,0,0.101896666,Normal
0,0,0.2133469,Normal
0,0,0.07329467,Normal
0,0,0.0052818526,Normal
0,0,0.13888726,Normal
0,0,0.048674513,Normal
0,0,0.072122306,Normal
0,0,0.14519534,Normal
0,0,0.13136521,Normal
0,1,0.7667026,Normal
0,0,0.0076446338,Normal
0,0,0.16375351,Normal
0,0,0.06146477,Normal
0,1,0.5776992,Normal
0,0,0.054812513,Normal
0,0,0.012856552,Normal
0,0,0.009577701,Normal
0,0,0.018863313,Normal
0,0,0.0061629843,Normal
0,0,0.05815688,Normal
0,0,0.21835648,Normal
0,0,0.013615299,Normal
0,0,0.039162654,Normal
0,0,0.19296688,Normal
0,1,0.75479615,Normal
0,0,0.0074795424,Normal
0,0,0.010865125,Normal
0,0,0.010804866,Normal
0,0,0.017578263,Normal
0,0,0.01238611,Normal
0,0,0.017856441,Normal
0,0,0.066955164,Normal
0,0,0.049789444,Normal
0,0,0.20866747,Normal
0,0,0.006122728,Normal
0,0,0.005055008,Normal
0,0,0.028817797,Normal
0,0,0.21502851,Normal
0,0,0.096404515,Normal
0,0,0.018048085,Normal
0,0,0.008608849,Normal
0,0,0.008407249,Normal
0,0,0.043238267,Normal
0,0,0.009745654,Normal
0,0,0.110116445,Normal
0,0,0.12227299,Normal
0,0,0.008214965,Normal
0,0,0.047689915,Normal
0,0,0.19163355,Normal
0,0,0.00853519,Normal
0,0,0.086950675,Normal
0,0,0.18000972,Normal
0,0,0.015278097,Normal
0,0,0.008655687,Normal
0,1,0.39587224,Normal
0,1,0.67269593,Normal
0,0,0.0051776217,Normal
0,0,0.01350765,Normal
0,0,0.011067706,Normal
0,0,0.009601323,Normal
0,1,0.6965292,Normal
0,0,0.012578472,Normal
0,0,0.015599166,Normal
0,0,0.13474606,Normal
0,0,0.1310626,Normal
0,0,0.033885933,Normal
0,0,0.021096908,Normal
0,0,0.016596476,Normal
0,0,0.0167563,Normal
0,0,0.021696888,Normal
0,0,0.12291146,Normal
0,0,0.098692104,Normal
0,0,0.032965958,Normal
0,0,0.009965898,Normal
0,0,0.019081227,Normal
0,0,0.11076625,Normal
0,1,0.43015,Normal
0,0,0.015776046,Normal
0,1,1.8156924,Normal
0,0,0.005761978,Normal
0,0,0.02930872,Normal
0,0,0.008805021,Normal
0,0,0.00951295,Normal
0,0,0.008183347,Normal
0,0,0.00857166,Normal
0,0,0.007817753,Normal
0,0,0.12775297,Normal
0,0,0.0044422736,Normal
0,0,0.0033539399,Normal
0,0,0.07071288,Normal
0,0,0.12888575,Normal
0,0,0.0035835633,Normal
0,0,0.047188025,Normal
0,0,0.005670354,Normal
0,0,0.009331456,Normal
0,0,0.112022266,Normal
0,0,0.10208485,Normal
0,0,0.006578324,Normal
0,0,0.005636409,Normal
0,0,0.04646574,Normal
0,1,0.38369507,Normal
0,0,0.013286128,Normal
0,0,0.2823492,Normal
0,0,0.28623474,Normal
0,1,1.0281825,Normal
0,1,0.9945526,Normal
0,0,0.005151794,Normal
0,0,0.010720649,Normal
0,1,0.51070756,Normal
0,0,0.015214159,Normal
0,0,0.12224957,Normal
0,0,0.018808106,Normal
0,0,0.100551866,Normal
0,0,0.035522737,Normal
0,0,0.014151572,Normal
0,0,0.007733826,Normal
0,0,0.19691624,Normal
